0.000792446, 0.0001907, 8.34963e-05, 4.66472e-05, 2.97424e-05, 2.06074e-05, 1.51176e-05, 
1.15624e-05, 9.12889e-06, 7.39027e-06, 6.10505e-06, 5.12821e-06, 4.36842e-06, 3.76583e-06, 
3.27986e-06, 2.88226e-06, 2.55282e-06, 2.27681e-06, 2.04326e-06, 1.84389e-06, 1.67235e-06, 
1.52368e-06, 1.39399e-06, 1.28018e-06, 1.17977e-06, 1.09072e-06, 1.01139e-06, 9.40406e-07, 
8.76644e-07, 8.19156e-07, 7.67142e-07, 7.19928e-07, 6.76944e-07, 6.37699e-07, 6.0177e-07, 
5.68793e-07, 5.38457e-07, 5.10483e-07, 4.84634e-07, 4.607e-07, 4.38496e-07, 4.1786e-07, 
3.98647e-07, 3.80729e-07, 3.63994e-07, 3.48337e-07, 3.33669e-07, 3.19909e-07, 3.06983e-07, 
2.94825e-07, 2.83375e-07, 2.72579e-07, 2.62389e-07, 2.5276e-07, 2.43651e-07, 2.35026e-07, 
2.26851e-07, 2.19095e-07, 2.1173e-07, 2.04731e-07, 1.98073e-07, 1.91735e-07, 1.85697e-07, 
1.79939e-07, 1.74445e-07, 1.69199e-07, 1.64186e-07, 1.59392e-07, 1.54806e-07, 1.50414e-07, 
1.46207e-07, 1.42174e-07, 1.38306e-07, 1.34593e-07, 1.31028e-07, 1.27602e-07, 1.24309e-07, 
1.21142e-07, 1.18095e-07, 1.15161e-07, 1.12335e-07, 1.09612e-07, 1.06987e-07, 1.04454e-07, 
1.02011e-07, 9.96526e-08, 9.73749e-08, 9.51744e-08, 9.30476e-08, 9.09914e-08, 8.90026e-08, 
8.70782e-08, 8.52157e-08, 8.34122e-08, 8.16654e-08, 7.99729e-08, 7.83325e-08, 7.6742e-08, 
7.51995e-08, 7.3703e-08, 7.22508e-08, 7.0841e-08, 6.94722e-08, 6.81426e-08, 6.68508e-08, 
6.55954e-08, 6.43751e-08, 6.31885e-08, 6.20344e-08, 6.09116e-08, 5.9819e-08, 5.87556e-08, 
5.77203e-08, 5.67121e-08, 5.57301e-08, 5.47734e-08, 5.38411e-08, 5.29324e-08, 5.20465e-08, 
5.11827e-08, 5.03402e-08, 4.95183e-08, 4.87164e-08, 4.79338e-08, 4.71699e-08, 4.64242e-08, 
4.5696e-08, 4.49848e-08, 4.429e-08, 4.36113e-08, 4.2948e-08, 4.22997e-08, 4.1666e-08, 
4.10465e-08, 4.04406e-08, 3.98481e-08, 3.92685e-08, 3.87014e-08, 3.81466e-08, 3.76036e-08, 
3.70721e-08, 3.65518e-08, 3.60424e-08, 3.55435e-08, 3.50549e-08, 3.45764e-08, 3.41076e-08, 
3.36482e-08, 3.31981e-08, 3.27569e-08, 3.23245e-08, 3.19005e-08, 3.14849e-08, 3.10773e-08, 
3.06776e-08, 3.02856e-08, 2.9901e-08, 2.95237e-08, 2.91535e-08, 2.87902e-08, 2.84337e-08, 
2.80838e-08, 2.77402e-08, 2.7403e-08, 2.70718e-08, 2.67466e-08, 2.64273e-08, 2.61136e-08, 
2.58055e-08, 2.55028e-08, 2.52054e-08, 2.49131e-08, 2.4626e-08, 2.43437e-08, 2.40663e-08, 
2.37936e-08, 2.35255e-08, 2.32619e-08, 2.30027e-08, 2.27478e-08, 2.24972e-08, 2.22506e-08, 
2.20081e-08, 2.17696e-08, 2.15349e-08, 2.13039e-08, 2.10767e-08, 2.08531e-08, 2.0633e-08, 
