2.04164e-08, 2.02031e-08, 1.99932e-08, 1.97866e-08, 1.95831e-08, 1.93828e-08, 1.91855e-08, 
1.89912e-08, 1.87999e-08, 1.86114e-08, 1.84258e-08, 1.82429e-08, 1.80627e-08, 1.78852e-08, 
1.77103e-08, 1.75379e-08, 1.7368e-08, 1.72006e-08, 1.70356e-08, 1.6873e-08, 1.67127e-08, 
1.65547e-08, 1.63989e-08, 1.62452e-08, 1.60938e-08, 1.59444e-08, 1.57971e-08, 1.56519e-08, 
1.55086e-08, 1.53673e-08, 1.52279e-08, 1.50904e-08, 1.49548e-08, 1.48209e-08, 1.46889e-08, 
1.45586e-08, 1.44301e-08, 1.43032e-08, 1.4178e-08, 1.40545e-08, 1.39325e-08, 1.38122e-08, 
1.36933e-08, 1.35761e-08, 1.34603e-08, 1.3346e-08, 1.32331e-08, 1.31217e-08, 1.30116e-08, 
1.2903e-08, 1.27957e-08, 1.26897e-08, 1.2585e-08, 1.24817e-08, 1.23796e-08, 1.22787e-08,
1.21791e-08, 1.20807e-08, 1.19835e-08, 1.18874e-08, 1.17925e-08, 1.16987e-08, 1.1606e-08, 
1.15145e-08, 1.1424e-08, 1.13346e-08, 1.12462e-08, 1.11588e-08, 1.10725e-08, 1.09872e-08, 
1.09028e-08, 1.08194e-08, 1.0737e-08, 1.06555e-08, 1.05749e-08, 1.04953e-08, 1.04165e-08, 
1.03386e-08, 1.02616e-08, 1.01855e-08, 1.01102e-08, 1.00357e-08, 9.96202e-09, 9.88917e-09, 
9.81712e-09, 9.74585e-09, 9.67536e-09, 9.60563e-09, 9.53665e-09, 9.46841e-09, 9.4009e-09, 
9.33411e-09, 9.26802e-09, 9.20264e-09, 9.13795e-09, 9.07393e-09, 9.01059e-09, 8.94791e-09, 
8.88588e-09, 8.82449e-09, 8.76374e-09, 8.70361e-09, 8.6441e-09, 8.58519e-09, 8.52689e-09, 
8.46918e-09, 8.41205e-09, 8.3555e-09, 8.29952e-09, 8.24409e-09, 8.18923e-09, 8.1349e-09, 
8.08112e-09, 8.02787e-09, 7.97514e-09, 7.92293e-09, 7.87123e-09, 7.82003e-09, 7.76934e-09, 
7.71913e-09, 7.66941e-09, 7.62017e-09, 7.5714e-09, 7.5231e-09, 7.47526e-09, 7.42787e-09, 
7.38093e-09, 7.33444e-09, 7.28838e-09, 7.24276e-09, 7.19756e-09, 7.15279e-09, 7.10843e-09, 
7.06448e-09, 7.02094e-09, 6.9778e-09, 6.93506e-09, 6.89271e-09, 6.85074e-09, 6.80916e-09, 
6.76795e-09, 6.72712e-09, 6.68666e-09, 6.64656e-09, 6.60682e-09, 6.56743e-09, 6.5284e-09, 
6.48971e-09, 6.45137e-09, 6.41336e-09, 6.37569e-09, 6.33836e-09, 6.30134e-09, 6.26465e-09, 
6.22828e-09, 6.19223e-09, 6.15649e-09, 6.12106e-09, 6.08593e-09, 6.0511e-09, 6.01657e-09, 
5.98234e-09, 5.9484e-09, 5.91474e-09, 5.88137e-09, 5.84829e-09, 5.81548e-09, 5.78294e-09, 
5.75068e-09, 5.71869e-09, 5.68696e-09, 5.6555e-09, 5.6243e-09, 5.59335e-09, 5.56266e-09, 
5.53222e-09, 5.50203e-09, 5.47209e-09, 5.44239e-09, 5.41293e-09, 5.38371e-09, 5.35473e-09, 
5.32598e-09, 5.29746e-09, 5.26917e-09, 5.2411e-09, 5.21326e-09, 5.18564e-09, 5.15824e-09, 
5.13106e-09, 5.10409e-09, 5.07733e-09, 5.05078e-09, 5.02444e-09, 4.99831e-09, 4.97237e-09, 
4.94664e-09, 4.92111e-09, 4.89578e-09, 4.87064e-09, 4.8457e-09, 4.82094e-09, 4.79638e-09, 
4.772e-09, 4.74781e-09, 4.7238e-09, 4.69997e-09, 4.67632e-09, 4.65285e-09, 4.62956e-09, 
4.60644e-09
