10849.5, 2451.33, 810.024, 351.678, 182.572, 105.887, 66.6898, 44.5525, 31.0588, 22.6986, 
16.9963, 13.0025, 10.1867, 8.16861, 6.64583, 5.478, 4.57219, 3.86322, 3.29768, 2.8415, 2.46819, 
2.16229, 1.91109, 1.70187, 1.5235, 1.37109, 1.24131, 1.13084, 1.03637, 0.954565, 0.882502, 
0.818811, 0.762515, 0.712639, 0.668277, 0.628814, 0.593706, 0.562408, 0.534377, 0.509069, 
0.486006, 0.464972, 0.44582, 0.428398, 0.412557, 0.398149, 0.385024, 0.373032, 0.362024, 
0.35185, 0.34238, 0.333557, 0.325343, 0.317699, 0.310587, 0.303969, 0.297807, 0.292062, 
0.286697, 0.281673, 0.276955, 0.272521, 0.268352, 0.26443, 0.260736, 0.25725, 0.253955, 
0.250831, 0.247859, 0.245022, 0.242302, 0.239693, 0.237193, 0.234799, 0.232505, 0.23031, 
0.22821, 0.226202, 0.224282, 0.222447, 0.220693, 0.219018, 0.217418, 0.215889, 0.214429, 
0.213034, 0.211701, 0.210426, 0.209207, 0.208039, 0.20692, 0.205847, 0.204815, 0.203822, 
0.202865, 0.20194, 0.201044, 0.200173, 0.199325, 0.198496, 0.197683, 0.196885, 0.196102, 
0.195335, 0.194581, 0.193842, 0.193116, 0.192404, 0.191705, 0.191019, 0.190345, 0.189684, 
0.189034, 0.188396, 0.187769, 0.187152, 0.186547, 0.185952, 0.185366, 0.18479, 0.184224, 
0.183666, 0.183118, 0.182579, 0.182049, 0.181527, 0.181015, 0.180511, 0.180016, 0.17953, 
0.179052, 0.178583, 0.178122, 0.177669, 0.177225, 0.176789, 0.17636, 0.17594, 0.175528, 
0.175124, 0.174728, 0.174339, 0.173958, 0.173584, 0.173217, 0.172856, 0.172502, 0.172154, 
0.171812, 0.171475, 0.171144, 0.170819, 0.170498, 0.170182, 0.169871, 0.169564, 0.169261, 
0.168962, 0.168667, 0.168375, 0.168086, 0.167799, 0.167516, 0.167235, 0.166957, 0.16668, 
0.166406, 0.166133, 0.165861, 0.165591, 0.165322, 0.165054, 0.164787, 0.16452, 0.164253, 
0.163986, 0.163719, 0.163452, 0.163184, 0.162916, 0.162646, 0.162376, 0.162105, 0.161834, 
0.161563, 0.161293, 0.161022, 0.160753, 0.160484, 0.160217, 0.159951, 0.159687, 0.159425, 
0.159165, 0.158908, 0.158653, 0.158401, 0.158152, 0.157907, 0.157665, 0.157427, 0.157194, 
0.156963, 0.156737, 0.156513, 0.156294, 0.156077, 0.155864, 0.155654, 0.155447, 0.155242, 
0.155041, 0.154842, 0.154646, 0.154452, 0.154261, 0.154072, 0.153885, 0.1537, 0.153517, 
0.153336, 0.153157, 0.15298, 0.152804, 0.15263, 0.152457, 0.152285, 0.152114, 0.151945, 
0.151776, 0.151609, 0.151442, 0.151276, 0.15111, 0.150945, 0.15078, 0.150616, 0.150451, 
0.150287, 0.150123, 0.149958, 0.149793, 0.149629, 0.149464, 0.149299, 0.149134, 0.148969, 
0.148804, 0.148639, 0.148474, 0.148309, 0.148145, 0.14798, 0.147815, 0.14765, 0.147486, 
0.147321, 0.147157, 0.146993, 0.146829, 0.146666, 0.146502, 0.146339, 0.146176, 0.146013, 
0.145851, 0.145689, 0.145527, 0.145365, 0.145204, 0.145043, 0.144883, 0.144723, 0.144564, 
0.144404, 0.144246, 0.144088, 0.14393, 0.143773, 0.143616, 0.14346, 0.143305, 0.14315, 0.142995, 
0.142842, 0.142688, 0.142536, 0.142384, 0.142233, 0.142083, 0.141933, 0.141784, 0.141636, 
0.141488, 0.141342, 0.141196, 0.141051, 0.140906, 0.140763, 0.14062, 0.140479, 0.140338, 
0.140198, 0.140059, 0.139921, 0.139783, 0.139646, 0.13951, 0.139375, 0.13924, 0.139106, 
0.138973, 0.13884, 0.138708, 0.138576, 0.138445, 0.138315, 0.138185, 0.138055, 0.137926, 
0.137798, 0.13767, 0.137542, 0.137415, 0.137288, 0.137161, 0.137035, 0.136909, 0.136783, 
0.136657, 0.136532, 0.136407, 0.136282, 0.136157, 0.136032, 0.135908, 0.135784, 0.135659, 
0.135535, 0.135411, 0.135286, 0.135162, 0.135038, 0.134914, 0.13479, 0.134665, 0.134541, 
0.134417, 0.134293, 0.13417, 0.134046, 0.133922, 0.133798, 0.133675, 0.133551, 0.133428, 
0.133305, 0.133182, 0.133058, 0.132936, 0.132813, 0.13269, 0.132568, 0.132445, 0.132323, 
0.132201, 0.13208, 0.131958, 0.131837, 0.131715, 0.131594, 0.131473, 0.131353, 0.131232, 
0.131112, 0.130992, 0.130873, 0.130753, 0.130634, 0.130515, 0.130396, 0.130278, 0.13016, 
0.130042, 0.129925, 0.129807, 0.12969, 0.129574, 0.129457, 0.129341, 0.129226, 0.12911, 
0.128996, 0.128881, 0.128767, 0.128653, 0.128539, 0.128426, 0.128313, 0.128201
