4200, 593, 181, 74.4, 37.2, 21.1, 13, 8.59, 5.94743, 4.32, 3.23839, 2.5, 1.98151, 1.61, 
1.33183, 1.12, 0.955934, 0.828, 0.726937, 0.646, 0.579724, 0.525261, 0.480418, 0.443, 
0.41108, 0.383792, 0.360539, 0.340722, 0.323742, 0.309, 0.295969, 0.284406, 0.274141, 
0.265, 0.256826, 0.249513, 0.242967, 0.237096, 0.231804, 0.227, 0.222601, 0.218566, 
0.214869, 0.211479, 0.208368, 0.205508, 0.20287, 0.200425, 0.198145, 0.196, 0.193967, 
0.192038, 0.19021, 0.18848, 0.186846, 0.185304, 0.183851, 0.182485, 0.181202, 0.18, 
0.178875, 0.177819, 0.176826, 0.175889, 0.174998, 0.174148, 0.173331, 0.172539, 0.171764, 
0.171, 0.17024, 0.169486, 0.16874, 0.168005, 0.167285, 0.166582, 0.165899, 0.165239, 
0.164605, 0.164, 0.163426, 0.162881, 0.162364, 0.161873, 0.161406, 0.160961, 0.160537, 
0.160131, 0.159741, 0.159366, 0.159004, 0.158652, 0.15831, 0.157974, 0.157643, 0.157316, 
0.15699, 0.156663, 0.156334, 0.156, 0.15566, 0.155315, 0.154965, 0.154611, 0.154254, 
0.153894, 0.153532, 0.153169, 0.152806, 0.152443, 0.152082, 0.151722, 0.151365, 0.151011,
0.150661, 0.150316, 0.149977, 0.149644, 0.149318, 0.149, 0.14869, 0.148389, 0.148096, 0.14781, 
0.147531, 0.147259, 0.146994, 0.146736, 0.146483, 0.146236, 0.145994, 0.145757, 0.145524, 
0.145296, 0.145072, 0.144852, 0.144635, 0.144421, 0.144209, 0.144, 0.143793, 0.143588, 
0.143384, 0.143182, 0.142981, 0.142781, 0.142582, 0.142384, 0.142187, 0.14199, 0.141793, 
0.141596, 0.141399, 0.141201, 0.141004, 0.140805, 0.140605, 0.140405, 0.140203, 0.14, 
0.139795, 0.139589, 0.139382, 0.139175, 0.138967, 0.138758, 0.138551, 0.138343, 0.138136, 
0.137931, 0.137727, 0.137524, 0.137323, 0.137125, 0.136929, 0.136737, 0.136547, 0.136361, 
0.136178, 0.136, 0.135826, 0.135656, 0.13549, 0.135327, 0.135168, 0.135012, 0.134858, 
0.134708, 0.134559, 0.134412, 0.134268, 0.134124, 0.133982, 0.133841, 0.133701, 0.133561, 
0.133421, 0.133281, 0.133141, 0.133, 0.132858, 0.132716, 0.132573, 0.132429, 0.132284, 
0.132139, 0.131993, 0.131846, 0.131699, 0.131551, 0.131402, 0.131253, 0.131104, 0.130954, 
0.130804, 0.130653, 0.130502, 0.13035, 0.130199, 0.130047, 0.129895, 0.129742, 0.12959, 
0.129437, 0.129284, 0.129131, 0.128978, 0.128825, 0.128672, 0.12852, 0.128367, 0.128214, 
0.128061, 0.127909, 0.127757, 0.127605, 0.127453, 0.127302, 0.127151, 0.127, 0.12685, 0.1267, 
0.12655, 0.126401, 0.126252, 0.126104, 0.125956, 0.125809, 0.125662, 0.125516, 0.12537, 
0.125224, 0.125079, 0.124935, 0.124791, 0.124647, 0.124504, 0.124362, 0.12422, 0.124079, 
0.123938, 0.123798, 0.123659, 0.12352, 0.123382, 0.123244, 0.123107, 0.122971, 0.122835, 
0.1227, 0.122566, 0.122432, 0.122299, 0.122167, 0.122035, 0.121904, 0.121774, 0.121644, 
0.121516, 0.121388, 0.12126, 0.121134, 0.121008, 0.120883, 0.120759, 0.120636, 0.120514, 
0.120392, 0.120271, 0.120151, 0.120032, 0.119914, 0.119796, 0.11968, 0.119564, 0.11945, 
0.119336, 0.119223, 0.119111, 0.119, 0.11889, 0.118781, 0.118672, 0.118565, 0.118458, 0.118353, 
0.118248, 0.118143, 0.11804, 0.117937, 0.117834, 0.117732, 0.117631, 0.117531, 0.11743, 
0.117331, 0.117232, 0.117133, 0.117034, 0.116936, 0.116839, 0.116741, 0.116644, 0.116547, 
0.11645, 0.116353, 0.116257, 0.11616, 0.116064, 0.115968, 0.115872, 0.115775, 0.115679, 
0.115582, 0.115486, 0.115389, 0.115292, 0.115195, 0.115098, 0.115, 0.114902, 0.114804, 
0.114705, 0.114606, 0.114507, 0.114408, 0.114309, 0.114209, 0.114109, 0.114009, 0.113908, 
0.113808, 0.113707, 0.113606, 0.113505, 0.113404, 0.113302, 0.113201, 0.1131, 0.112998, 
0.112896, 0.112795, 0.112693, 0.112591, 0.112489, 0.112387, 0.112286, 0.112184, 0.112082, 
0.11198, 0.111878, 0.111777, 0.111675, 0.111574, 0.111472, 0.111371, 0.11127, 0.111168, 
0.111068, 0.110967, 0.110866, 0.110766, 0.110665, 0.110565, 0.110465, 0.110366, 0.110266, 
0.110167, 0.110068, 0.109969, 0.109871, 0.109773, 0.109675, 0.109578, 0.10948, 0.109384, 
0.109287, 0.109191, 0.109095, 0.109
