4229.15, 2732.3, 947.072, 1583.85, 872.317, 529.258,
344.937, 237.485, 170.058, 125.706, 95.4622,
74.3858, 58.9818, 47.5202, 38.8202, 32.1349,
26.8842, 22.7214, 19.3781, 16.6626, 14.4201,
12.5638, 11.024, 9.73104, 8.62354, 7.67345,
6.86104, 6.16658, 5.57033, 5.05255, 4.59579,
4.19167, 3.8341, 3.51698, 3.23465, 2.98326,
2.75938, 2.5596, 2.38049, 2.21865, 2.07106,
1.93638, 1.81369, 1.70205, 1.60053, 1.50821,
1.42415, 1.34743, 1.27711, 1.21226, 1.15207,
1.09617, 1.04429, 0.996161, 0.951532, 0.910137,
0.871713, 0.835998, 0.80273, 0.771646, 0.742509,
0.715187, 0.689573, 0.665558, 0.643035, 0.621897,
0.602036, 0.583345, 0.565716, 0.549043, 0.533229,
0.518222, 0.503983, 0.490473, 0.477652, 0.465479,
0.453915, 0.44292, 0.432455, 0.42248, 0.412959,
0.403871, 0.395201, 0.386932, 0.379049, 0.371535,
0.364374, 0.357549, 0.351045, 0.344846, 0.338934,
0.333295, 0.327912, 0.322768, 0.317848, 0.313135,
0.308613, 0.304267, 0.300079, 0.296034, 0.292117,
0.288324, 0.284651, 0.281095, 0.277654, 0.274323,
0.271099, 0.267981, 0.264963, 0.262044, 0.259221,
0.256489, 0.253846, 0.251289, 0.248815, 0.24642,
0.244102, 0.241857, 0.239682, 0.237574, 0.23553,
0.233548, 0.231626, 0.229762, 0.227952, 0.226197,
0.224492, 0.222837, 0.221229, 0.219666, 0.218146,
0.216667, 0.215226, 0.213822, 0.212453, 0.211116,
0.209809, 0.208531, 0.207279, 0.20605, 0.204844,
0.20366, 0.202498, 0.201357, 0.200238, 0.19914,
0.198064, 0.19701, 0.195976, 0.194964, 0.193973,
0.193004, 0.192055, 0.191127, 0.19022, 0.189333,
0.188468, 0.187623, 0.186798, 0.185995, 0.185211,
0.184447, 0.183702, 0.182975, 0.182265, 0.181572,
0.180894, 0.180232, 0.179583, 0.178949, 0.178327,
0.177717, 0.177118, 0.176529, 0.17595, 0.17538,
0.174818, 0.174263, 0.173715, 0.173173, 0.172636,
0.172103, 0.171576, 0.171054, 0.170538, 0.170027,
0.169521, 0.169021, 0.168526, 0.168037, 0.167553,
0.167075, 0.166603, 0.166137, 0.165677, 0.165223,
0.164775, 0.164333, 0.163897, 0.163468, 0.163045,
0.162628, 0.162217, 0.161813, 0.161414, 0.161021,
0.160633, 0.160251, 0.159875, 0.159504, 0.159138,
0.158777, 0.15842, 0.158069, 0.157723, 0.157381,
0.157043, 0.15671, 0.156381, 0.156056, 0.155735,
0.155418, 0.155104, 0.154795, 0.154488, 0.154186,
0.153886, 0.153589, 0.153296, 0.153005, 0.152718,
0.152433, 0.15215, 0.15187, 0.151592, 0.151317,
0.151043, 0.150772, 0.150502, 0.150234, 0.149968,
0.149703, 0.14944, 0.149178, 0.148918, 0.14866,
0.148403, 0.148148, 0.147894, 0.147642, 0.147392,
0.147143, 0.146896, 0.14665, 0.146406, 0.146164,
0.145923, 0.145683, 0.145446, 0.14521, 0.144975,
0.144742, 0.144511, 0.144281, 0.144053, 0.143826,
0.143601, 0.143378, 0.143156, 0.142936, 0.142717,
0.1425, 0.142284, 0.14207, 0.141858, 0.141647,
0.141438, 0.14123, 0.141024, 0.14082, 0.140617,
0.140415, 0.140216, 0.140017, 0.139821, 0.139626,
0.139432, 0.13924, 0.13905, 0.138861, 0.138674,
0.138488, 0.138304, 0.138121, 0.13794, 0.137761,
0.137583, 0.137406, 0.137232, 0.137059, 0.136887,
0.136717, 0.136548, 0.136381, 0.136215, 0.136051,
0.135887, 0.135726, 0.135565, 0.135406, 0.135248,
0.135091, 0.134935, 0.13478, 0.134626, 0.134473,
0.134321, 0.13417, 0.13402, 0.133871, 0.133722,
0.133574, 0.133427, 0.133281, 0.133135, 0.13299,
0.132845, 0.132701, 0.132558, 0.132415, 0.132272,
0.13213, 0.131988, 0.131846, 0.131705, 0.131563,
0.131422, 0.131281, 0.131141, 0.131, 0.130859,
0.130719, 0.130578, 0.130438, 0.130297, 0.130157,
0.130016, 0.129876, 0.129736, 0.129596, 0.129456,
0.129316, 0.129177, 0.129037, 0.128898, 0.128759,
0.12862, 0.128481, 0.128343, 0.128204, 0.128066,
0.127928, 0.12779, 0.127653, 0.127516, 0.127379,
0.127242, 0.127106, 0.12697, 0.126834, 0.126698,
0.126563, 0.126428, 0.126294, 0.126159, 0.126025,
0.125892, 0.125759, 0.125626, 0.125494, 0.125362,
0.12523, 0.125099, 0.124968, 0.124838, 0.124708,
0.124579, 0.12445, 0.124321, 0.124193, 0.124066,
0.123939, 0.123812, 0.123686, 0.123561, 0.123436,
0.123311, 0.123187, 0.123064, 0.122941
