0.000630933, 0.000195329, 7.9067e-05, 5.07757e-05, 3.3296e-05, 2.32363e-05,
1.70687e-05, 1.30457e-05, 1.02857e-05, 8.31367e-06, 6.8573e-06,
5.75187e-06, 4.89333e-06, 4.21342e-06, 3.66589e-06, 3.2185e-06,
2.84827e-06, 2.53843e-06, 2.27654e-06, 2.05318e-06, 1.86116e-06,
1.69487e-06, 1.54993e-06, 1.42281e-06, 1.31073e-06, 1.21139e-06,
1.12293e-06, 1.04383e-06, 9.72797e-07, 9.08779e-07, 8.50884e-07,
7.98351e-07, 7.50541e-07, 7.06901e-07, 6.6696e-07, 6.30313e-07,
5.96607e-07, 5.65534e-07, 5.36828e-07, 5.10254e-07, 4.85607e-07,
4.62702e-07, 4.41383e-07, 4.21503e-07, 4.02939e-07, 3.85574e-07,
3.69308e-07, 3.5405e-07, 3.39719e-07, 3.26242e-07, 3.1355e-07,
3.01587e-07, 2.90294e-07, 2.79625e-07, 2.69533e-07, 2.59978e-07,
2.50923e-07, 2.42332e-07, 2.34176e-07, 2.26422e-07, 2.19059e-07,
2.1205e-07, 2.05371e-07, 1.99004e-07, 1.92928e-07, 1.87126e-07,
1.81581e-07, 1.7628e-07, 1.71208e-07, 1.66351e-07, 1.61698e-07,
1.57238e-07, 1.52959e-07, 1.48853e-07, 1.4491e-07, 1.41122e-07,
1.3748e-07, 1.33978e-07, 1.30607e-07, 1.27362e-07, 1.24237e-07,
1.21225e-07, 1.18322e-07, 1.15521e-07, 1.12819e-07, 1.10211e-07,
1.07692e-07, 1.05258e-07, 1.02906e-07, 1.00632e-07, 9.84325e-08,
9.63043e-08, 9.42443e-08, 9.22498e-08, 9.03179e-08, 8.84461e-08,
8.66319e-08, 8.48729e-08, 8.3167e-08, 8.15119e-08, 7.99058e-08,
7.83467e-08, 7.68328e-08, 7.53624e-08, 7.39337e-08, 7.25453e-08,
7.11957e-08, 6.98833e-08, 6.8607e-08, 6.73652e-08, 6.61569e-08,
6.49808e-08, 6.38358e-08, 6.27208e-08, 6.16347e-08, 6.05766e-08,
5.95456e-08, 5.85406e-08, 5.75609e-08, 5.66055e-08, 5.56737e-08,
5.47648e-08, 5.38779e-08, 5.30124e-08, 5.21676e-08, 5.13429e-08,
5.05375e-08, 4.97509e-08, 4.89826e-08, 4.82319e-08, 4.74984e-08,
4.67814e-08, 4.60806e-08, 4.53954e-08, 4.47253e-08, 4.407e-08,
4.3429e-08, 4.28019e-08, 4.21883e-08, 4.15877e-08, 4.09999e-08,
4.04245e-08, 3.98611e-08, 3.93094e-08, 3.87691e-08, 3.82398e-08,
3.77213e-08, 3.72133e-08, 3.67154e-08, 3.62275e-08, 3.57493e-08,
3.52804e-08, 3.48208e-08, 3.437e-08, 3.3928e-08, 3.34944e-08,
3.30691e-08, 3.26518e-08, 3.22424e-08, 3.18406e-08, 3.14463e-08,
3.10593e-08, 3.06793e-08, 3.03063e-08, 2.99401e-08, 2.95805e-08,
2.92273e-08, 2.88804e-08, 2.85396e-08, 2.82048e-08, 2.78759e-08,
2.75527e-08, 2.72351e-08, 2.6923e-08, 2.66161e-08, 2.63145e-08,
2.6018e-08, 2.57265e-08, 2.54399e-08, 2.5158e-08, 2.48808e-08,
2.46081e-08, 2.43399e-08, 2.40761e-08, 2.38165e-08, 2.35611e-08,
2.33098e-08, 2.30625e-08, 2.28191e-08, 2.25795e-08, 2.23437e-08,
