14881.1, 3558.51, 1210.24, 530.838, 277.147, 161.888, 102.254, 68.5825, 
47.9282, 35.0172, 26.2741, 20.1753, 15.8054, 12.6308, 10.2546, 8.4464, 
7.03562, 5.92554, 5.04262, 4.33258, 3.75095, 3.27323, 2.8799, 2.55147, 
2.27085, 2.03059, 1.8257, 1.65116, 1.50196, 1.37308, 1.26006, 1.16061, 
1.07297, 0.995405, 0.926315, 0.864738, 0.809866, 0.760892, 0.717008, 0.677406, 
0.641372, 0.60857, 0.578756, 0.551687, 0.527121, 0.504814, 0.484524, 0.466006, 
0.44902, 0.43332, 0.418697, 0.405062, 0.39236, 0.380535, 0.369532, 0.359294, 
0.349767, 0.340894, 0.33262, 0.324888, 0.317649, 0.310867, 0.304513, 0.298559, 
0.292973, 0.287728, 0.282793, 0.278139, 0.273736, 0.269555, 0.265571, 0.261771, 
0.258147, 0.254691, 0.251396, 0.248253, 0.245253, 0.242389, 0.239653, 0.237037, 
0.234533, 0.232135, 0.229841, 0.227646, 0.225546, 0.223535, 0.221611, 0.219769, 
0.218005, 0.216314, 0.214692, 0.213136, 0.21164, 0.210201, 0.208814, 0.207475, 
0.206181, 0.204926, 0.203706, 0.202518, 0.201358, 0.200225, 0.199118, 0.198037, 
0.196982, 0.195954, 0.19495, 0.193972, 0.193019, 0.192091, 0.191187, 0.190307, 
0.189452, 0.18862, 0.187811, 0.187026, 0.186263, 0.185524, 0.184806, 0.184111, 
0.183438, 0.182785, 0.182152, 0.181538, 0.180942, 0.180362, 0.179798, 0.179248, 
0.178712, 0.178188, 0.177676, 0.177174, 0.176682, 0.176198, 0.175721, 0.17525, 
0.174784, 0.174323, 0.173864, 0.173407, 0.172952, 0.172498, 0.172045, 0.171595, 
0.171147, 0.170701, 0.170259, 0.16982, 0.169384, 0.168953, 0.168526, 0.168104, 
0.167687, 0.167275, 0.166869, 0.166469, 0.166076, 0.165689, 0.16531, 0.164938, 
0.164574, 0.164218, 0.163868, 0.163526, 0.16319, 0.16286, 0.162536, 0.162217, 
0.161904, 0.161596, 0.161292, 0.160992, 0.160696, 0.160403, 0.160114, 0.159828, 
0.159544, 0.159262, 0.158982, 0.158704, 0.158426, 0.158151, 0.157876, 0.157603, 
0.157331, 0.15706, 0.156791, 0.156524, 0.156259, 0.155995, 0.155733, 0.155473, 
0.155215, 0.154959, 0.154705, 0.154453, 0.154204, 0.153957, 0.153712, 0.153469, 
0.153229, 0.152992, 0.152756, 0.152524, 0.152293, 0.152065, 0.151838, 0.151614, 
0.151392, 0.151172, 0.150954, 0.150738, 0.150524, 0.150311, 0.1501, 0.149891, 
0.149684, 0.149478, 0.149273, 0.14907, 0.148869, 0.148668, 0.14847, 0.148272, 
0.148075, 0.14788, 0.147686, 0.147493, 0.1473, 0.147109, 0.146919, 0.146729, 
0.14654, 0.146352, 0.146164, 0.145977, 0.145791, 0.145605, 0.14542, 0.145235, 
0.14505, 0.144865, 0.144681, 0.144498, 0.144314, 0.144131, 0.143949, 0.143767, 
0.143585, 0.143404, 0.143223, 0.143043, 0.142863, 0.142684, 0.142505, 0.142327, 
0.14215, 0.141973, 0.141796, 0.14162, 0.141445, 0.14127, 0.141096, 0.140923, 
0.14075, 0.140578, 0.140407, 0.140236, 0.140066, 0.139897, 0.139729, 0.139561, 
0.139394, 0.139228, 0.139063, 0.138898, 0.138735, 0.138572, 0.13841, 0.138249, 
0.138089, 0.13793, 0.137771, 0.137614, 0.137458, 0.137302, 0.137148, 0.136994, 
0.136842, 0.13669, 0.13654, 0.13639, 0.136242, 0.136095, 0.135949, 0.135804, 
0.13566, 0.135517, 0.135375, 0.135235, 0.135095, 0.134957, 0.13482, 0.134684, 
0.134549, 0.134415, 0.134282, 0.13415, 0.134019, 0.133889, 0.133759, 0.133631, 
0.133503, 0.133376, 0.13325, 0.133124, 0.132999, 0.132875, 0.132751, 0.132628, 
0.132505, 0.132383, 0.132262, 0.13214, 0.13202, 0.131899, 0.131779, 0.131659, 
0.13154, 0.131421, 0.131302, 0.131183, 0.131064, 0.130945, 0.130827, 0.130708, 
0.13059, 0.130472, 0.130353, 0.130235, 0.130116, 0.129997, 0.129878, 0.129759, 
0.12964, 0.129521, 0.129402, 0.129283, 0.129164, 0.129044, 0.128925, 0.128806, 
0.128687, 0.128567, 0.128448, 0.128329, 0.12821, 0.12809, 0.127971, 0.127852, 
0.127733, 0.127614, 0.127495, 0.127377, 0.127258, 0.127139, 0.127021, 0.126903, 
0.126784, 0.126666, 0.126549, 0.126431, 0.126313, 0.126196, 0.126079, 0.125962, 
0.125845, 0.125728, 0.125612, 0.125496, 0.12538, 0.125264, 0.125149, 0.125034, 
0.124919, 0.124804, 0.12469, 0.124576, 0.124462, 0.124349, 0.124236, 0.124123, 
0.124011, 0.123899, 0.123787, 0.123676, 0.123565, 0.123454, 0.123344, 0.123235
